(44.57820722995311, -73.21681965377273),
(44.57792569503391, -73.21607248606959),
(44.57835122827021, -73.21454809853947),
(44.578248014816126, -73.21366955564231),
(44.57779394291969, -73.21343155906467),
(44.57592196375796, -73.21462245486909),
(44.575643102712114, -73.21400122390146),
(44.57544032341953, -73.21262191729883),
(44.5749788139713, -73.21188044434302),
(44.573175054635186, -73.21168371709032),
(44.57262786909298, -73.21119679207116),
(44.5724377919651, -73.2105729436665),
(44.57339142872846, -73.20827672126417),
(44.57401962348002, -73.20813151476223),
(44.574747935149674, -73.2086129308703),
(44.575569354323385, -73.20934345570738),
(44.57600602858772, -73.20844838671434),
(44.57617160930708, -73.2075615649795),
(44.57652251658236, -73.20692125896618),
(44.57741370812476, -73.20638993578453),
(44.57785611113981, -73.20587258728396),
(44.57801582629985, -73.20460808523625),
(44.576712558274636, -73.20187722624487),
(44.57599277624054, -73.20189953314504),
(44.57446486368432, -73.2020725318006),
(44.573734904692714, -73.20146520630415),
(44.57381045936311, -73.20058129886941),
(44.57424977358532, -73.19981196225338),
(44.575502355120086, -73.19939569154141),
(44.57667154309569, -73.19923363601463),
(44.57720443266009, -73.19883943130799),
(44.578076355072625, -73.19704917276533),
(44.578972912511574, -73.19676962688908),
(44.57951437484789, -73.19687869486378),
(44.57995402717648, -73.19623547858767),
(44.58003495983075, -73.19560316238221),
(44.57911760785231, -73.19449802582453),
(44.57973294482127, -73.19359719589379),
(44.581792164217, -73.19290380679797),
(44.5822109594448, -73.19087538697326),
(44.582066850807216, -73.18747898913047),
(44.58131048326327, -73.1852351932873),
(44.579935717369935, -73.18364040300835),
(44.57903163534154, -73.18341674704835),
(44.57759963851242, -73.18396505960685),
(44.57511586700975, -73.18630931684837),
(44.57422204793381, -73.18671489329925),
(44.57304214855751, -73.18612173299402),
(44.57139746303905, -73.18453578463269),
(44.57100092291082, -73.1822812126893),
(44.5709745221339, -73.18064479697932),
(44.57105109321682, -73.17976081022691),
(44.568447813681644, -73.18021973798591),
(44.56882974722219, -73.18159301608141),
(44.56905226582665, -73.18423081573562),
(44.56871600850154, -73.18575248210715),
(44.56810817546382, -73.18715666119759),
(44.56733380952903, -73.1894472780827),
(44.56671850050248, -73.19034771520198),
(44.56601212708461, -73.19125126935332),
(44.565113938828965, -73.19140499102569),
(44.56448258460695, -73.19129853613823),
(44.56257701751162, -73.19035026632567),
(44.561674570086005, -73.19025228759631),
(44.56033838455543, -73.19117490512717),
(44.55970964624537, -73.19119457462234),
(44.55853573226588, -73.1909791214195),
(44.55800920831604, -73.19187684565222),
(44.55766697077029, -73.19302042356423),
(44.55713571845908, -73.19354063380769),
(44.556231729723166, -73.19331666572862),
(44.555485689972194, -73.19170280982777),
(44.552545964394824, -73.19368232993382),
(44.55086692018867, -73.19562275987097),
(44.547886759049845, -73.2007502326132),
(44.546766616538555, -73.2039318655869),
(44.546255996484376, -73.20583572348366),
(44.54566973439088, -73.20862316708853),
(44.54558683059317, -73.21479394582936),
(44.54577571977794, -73.2154176256071),
(44.546064155537984, -73.21654187647877),
(44.54671720816351, -73.2180325693544),
(44.54737292591228, -73.21964900891476),
(44.552248476364795, -73.22642464770931),
(44.55331351006641, -73.22538544097218),
(44.55461996197053, -73.22257562892766),
(44.554424238553, -73.22157442986537),
(44.55432107276978, -73.22069634547991),
(44.554399455038514, -73.21993847251942),
(44.555189143544794, -73.21865539099622),
(44.557056995734364, -73.21721346175784),
(44.55760104126197, -73.21744878247458),
(44.55815678449042, -73.21843915920216),
(44.55827995527106, -73.22057560637565),
(44.55758022103564, -73.22185611147253),
(44.557773348879834, -73.22273175517495),
(44.55806482225631, -73.22410779799901),
(44.55763079166552, -73.22512823022015),
(44.55718937401403, -73.22564542370776),
(44.55638848658364, -73.22629909768054),
(44.55586596538173, -73.22744817142035),
(44.555063470683415, -73.22797610711204),
(44.55363391095668, -73.22864901165242),
(44.5528414423919, -73.22980607883343),
(44.552769842063874, -73.23094131715324),
(44.553147026017534, -73.23206301263647),
(44.55387834446243, -73.2327961948458),
(44.5550506863716, -73.23288673850978),
(44.555495224361444, -73.23262139305723),
(44.55603048553448, -73.23222742938171),
(44.556558813354094, -73.23145603524188),
(44.5577969053419, -73.2300335752537),
(44.56073881259919, -73.22818160082639),
(44.56243945015173, -73.22750056316505),
(44.56307504544242, -73.22785885371232),
(44.56354222906603, -73.22897798760575),
(44.56410354782136, -73.23034625171026),
(44.56509485557513, -73.23044206709733),
(44.56589726581434, -73.2299139487055),
(44.56894484041624, -73.22906603701257),
(44.56940624378461, -73.22980769241424),
(44.56997757422651, -73.23180531375394),
(44.57231421948875, -73.23160848523435),
(44.57277101655226, -73.23197249178494),
(44.57228137744704, -73.23526177097719),
(44.57230702917706, -73.23689824506728),
(44.57232850230632, -73.23828296822373),
(44.57198423811681, -73.23930094421583),
(44.57047496124078, -73.24073165882903),
(44.56921690877635, -73.2408953987312),
(44.568129906193036, -73.24042453319306),
(44.567300273890744, -73.23919021300242),
(44.56665748586822, -73.23832810094511),
(44.565476340606956, -73.23760817028572),
(44.564399727937925, -73.23789249176099),
(44.56297427814224, -73.2388171062893),
(44.55973561032969, -73.23904048397863),
(44.55821443701622, -73.23959006375733),
(44.55520951682025, -73.2432059692252),
(44.55469827383008, -73.24510976165249),
(44.55526364274386, -73.24672953504268),
(44.55619608111098, -73.24884186757936),
(44.55602911186243, -73.24972825570426),
(44.55436360272964, -73.25267390985059),
(44.553154746581974, -73.25598372386166),
(44.5515961602858, -73.26005909876123),
(44.550280631314266, -73.26828147155148),
(44.55032983900794, -73.27155323405535),
(44.55043933935233, -73.27280898592014),
(44.551569678467, -73.27617488742425),
(44.55239070105867, -73.27690604434481),
(44.55357948571197, -73.27800414895941),
(44.55469024318521, -73.28011168290665),
(44.555868153294355, -73.28058077934845),
(44.558480438634255, -73.28075568120464),
(44.55885271790659, -73.28150028882709),
(44.55850402120524, -73.28226584609645),
(44.557796858839644, -73.28316808497847),
(44.556992673056484, -73.28356947514166),
(44.55386444231102, -73.28504645868225),
(44.552901118590235, -73.2868371396759),
(44.55265505353755, -73.2884811407143),
(44.55223566718435, -73.29050793765235),
(44.551718098391774, -73.29203374869918),
(44.55173067088852, -73.2929146762847),
(44.552468345452375, -73.29402635325907),
(44.553111907818995, -73.29488888598316),
(44.55456264975444, -73.29560187971586),
(44.556365129797534, -73.29580112017842),
(44.557184154071194, -73.29628084293658),
(44.557472267145656, -73.297531487146),
(44.55695308930653, -73.29893166346321),
(44.55598704918791, -73.30059660813917),
(44.55554824877399, -73.30136489662917),
(44.55493351355832, -73.3023899806582),
(44.553535209718696, -73.30520046392225),
(44.55311294781301, -73.30710144470845),
(44.55341164463857, -73.30898114805456),
(44.55327319268132, -73.31188104471191),
(44.55292537613503, -73.312646515989),
(44.5522984579072, -73.31291641558157),
(44.551485746042964, -73.31268812016354),
(44.55074131680966, -73.3110730570003),
(44.55042067843967, -73.30768285879013),
(44.55040000834408, -73.30629873474588),
(44.55011350056513, -73.30517388632713),
(44.54687462676447, -73.29922535614499),
(44.54438855166267, -73.29552104280152),
(44.543445801518835, -73.29265314749097),
(44.5423950925266, -73.28865602362738),
(44.542203977493294, -73.28790619337137),
(44.541262483175785, -73.28516456637531),
(44.54024214857672, -73.28318039017725),
(44.53885888306358, -73.28095531065418),
(44.53739564679365, -73.27948801062978),
(44.53684872226931, -73.27900063747876),
(44.53557519266609, -73.27815711063218),
(44.53494680304153, -73.27830137621575),
(44.53414523698138, -73.2788284959612),
(44.53344640393427, -73.28023348330629),
(44.53282062687622, -73.28050366125922),
(44.53200820768985, -73.28040174202019),
(44.53154864342384, -73.27978593771181),
(44.53126594814475, -73.27891339833978),
(44.53139835359754, -73.27576297880931),
(44.530589573488996, -73.27526542697899),
(44.53003481503153, -73.27492238340848),
(44.52906047251642, -73.27595782722543),
(44.52780223487341, -73.27612072703072),
(44.52626398859792, -73.27553684485956),
(44.52553446002843, -73.27492924874761),
(44.52243618067183, -73.27250383386325),
(44.52080938906578, -73.27204851510591),
(44.51720615588088, -73.27190339706851),
(44.514428074652514, -73.27274032892767),
(44.5134521872573, -73.27365005254629),
(44.512660710948, -73.27493138512475),
(44.51195066595034, -73.27558155952421),
(44.51042664004637, -73.27600378018411),
(44.507483859803145, -73.27785179707115),
(44.506677036872965, -73.27812704165818),
(44.50586314455886, -73.27789947431181),
(44.50522612821298, -73.27741502263007),
(44.50413513381603, -73.27669240113457),
(44.503322690558505, -73.27659058051641),
(44.50250579697091, -73.276111485047),
(44.50167911092582, -73.27500362995629),
(44.5005881003423, -73.2742809679294),
(44.49977565246594, -73.27417918532063),
(44.49753884905791, -73.2751256387738),
(44.497074695702054, -73.27413310102577),
(44.49741665230587, -73.27299095647568),
(44.49813086682614, -73.27259235794916),
(44.50173269893498, -73.27261200778305),
(44.502538345820795, -73.27233655303958),
(44.503156936480465, -73.27156364115203),
(44.50323000728597, -73.27042927897523),
(44.503422447484375, -73.26526594311024),
(44.5031820732396, -73.26137336747216),
(44.50250272587283, -73.25812294524378),
(44.50108216927858, -73.25351101108895),
(44.49921724145438, -73.2492898282861),
(44.49774637034125, -73.24732125471951),
(44.496850706128015, -73.24759984264583),
(44.49612515602032, -73.24724418617821),
(44.49549529726673, -73.24726297541818),
(44.49399269708954, -73.24906886492379),
(44.493280042624654, -73.24959328279678),
(44.491656266003865, -73.24939018399517),
(44.49012394787311, -73.24931021286218),
(44.489311067477736, -73.24908312226756),
(44.48821831264404, -73.24823550648821),
(44.48829579383277, -73.24747858414153),
(44.48873121495448, -73.24645925189064),
(44.48944268607139, -73.24593505426996),
(44.49051673335239, -73.24552562485015),
(44.49167918182011, -73.24498777997378),
(44.49220347995659, -73.24396576144865),
(44.49177097128693, -73.23932542882666),
(44.49092096082779, -73.23670994898762),
(44.49008090001745, -73.23472306264819),
(44.489518423669985, -73.2333565095881),
(44.48841094687869, -73.23150348196607),
(44.485210158027655, -73.22833045014895),
(44.484484541139075, -73.22797521603869),
(44.48364316116014, -73.2259886262685),
(44.4829133543947, -73.22538192074386),
(44.48174360764761, -73.22541733361469),
(44.480652273700755, -73.22469604470724),
(44.47991079494442, -73.22333529879661),
(44.47890791871134, -73.22248553893913),
(44.47727819354187, -73.22190618110129),
(44.47529709897325, -73.2218407702994),
(44.47375734492225, -73.22125885004209),
(44.47140516381439, -73.22057581386296),
(44.470239598660264, -73.22086276793299),
(44.46923509481271, -73.21988740855248),
(44.46867672614786, -73.21877278476278),
(44.46660286153985, -73.21858442557185),
(44.465794630147705, -73.21873475481803),
(44.46463174855694, -73.21914726210964),
(44.46187398062244, -73.22124232655997),
(44.45938503579509, -73.22332908973036),
(44.45697865336879, -73.22491030061636),
(44.45618455608842, -73.22593996315963),
(44.455747795660606, -73.22683302851111),
(44.453835398714126, -73.23116421283501),
(44.45330594748592, -73.23193415633507),
(44.45214459764088, -73.23247194236147),
(44.44978508310268, -73.23128625036048),
(44.44753967174272, -73.23160532450338),
(44.44698568772621, -73.23181688365788),
(44.44682406555911, -73.23187822024751),
(44.4458472650328, -73.23278743122222),
(44.44504583895893, -73.23331425383586),
(44.44351035848452, -73.2329835562656),
(44.44304475511282, -73.23199206027887),
(44.442741718587065, -73.22986506749771),
(44.442598698216194, -73.22647658141847),
(44.44247713284088, -73.22446950775881),
(44.441905179289215, -73.22235081425953),
(44.44126370966399, -73.22161623765972),
(44.43972239639634, -73.22090906121853),
(44.437460037530094, -73.22022367704288),
(44.43682595541462, -73.21999153392066),
(44.434655817558124, -73.21930353886862),
(44.43197100685896, -73.22039000898697),
(44.43125273155301, -73.22053761605024),
(44.42980406726056, -73.21995331600785),
(44.42753436713733, -73.21876579963063),
(44.426445627265174, -73.21817073517595),
(44.42570208202193, -73.21819338519936),
(44.42518466940012, -73.21820908770256),
(44.42338765592893, -73.21838925546973),
(44.4212338194541, -73.21883134968917),
(44.41979254089575, -73.21874952888739),
(44.41871111080334, -73.21865687169934),
(44.41736176698527, -73.21882324161042),
(44.41646727897536, -73.21910166272737),
(44.415844783850524, -73.21962302815918),
(44.41486922136457, -73.22053188166524),
(44.41353682249071, -73.22170259347553),
(44.40994896944672, -73.22256474868115),
(44.40716090608801, -73.22277478760681),
(44.4055469412715, -73.2232003344042),
(44.4022448566066, -73.22505839692045),
(44.40092813728368, -73.22723279816503),
(44.40058400882992, -73.22824773457019),
(44.40069858264486, -73.22987660313952),
(44.40055277113461, -73.23201589131367),
(44.40030008677844, -73.23315370641572),
(44.39959170248596, -73.23392842419265),
(44.39960896170308, -73.23505806609708),
(44.40079604359738, -73.23615254936588),
(44.4012601375825, -73.23701763382957),
(44.40226456218097, -73.23799206492309),
(44.4048956491779, -73.23929460706373),
(44.406069634759696, -73.23951044655074),
(44.40884774413458, -73.23867361350494),
(44.409654959862706, -73.2385237826168),
(44.410297511499444, -73.23925819007938),
(44.41078027024731, -73.24137880955986),
(44.4110747246549, -73.24300269310581),
(44.41181593510628, -73.24436201741013),
(44.4126357668693, -73.2449655446989),
(44.41380401090832, -73.24480513549838),
(44.4165108949972, -73.24522651361777),
